Country,State,City,Lat,Log
Canada,Ontario,Listowel,43.7351,-80.9533
South Africa,Northern Cape,Kakamas,-28.8,20.65
Germany,Saxony,Sebnitz,50.9667,14.2833
India,Bihār,Khundāwandpur,25.6689,86.0363
Italy,Tuscany,Volterra,43.4,10.8667
Afghanistan,Nangarhār,Māmā Khēl,34.25,70.01
Spain,Andalusia,Padul,37.0244,-3.6267
United Kingdom,Gateshead,Newburn,54.983,-1.743
India,Tamil Nādu,Navani,11.3709,78.138
India,Bihār,Ekhari,26.5246,86.3071
India,Bihār,Khāspur,25.6466,84.9936
United States,Pennsylvania,Mechanicsburg,40.2115,-77.006
Brazil,Alagoas,Maravilha,-9.2358,-37.35
France,Centre-Val de Loire,Saint-Jean-le-Blanc,47.8928,1.9183
France,Grand Est,Rombas,49.2503,6.095
India,Bihār,Jalkaura,25.5034,86.3671
Spain,Asturias,Piedras Blancas,43.56,-5.976
Spain,Catalonia,Cervera,41.6656,1.2714
Kyrgyzstan,Ysyk-Köl,Barskoon,42.1579,77.6036
Mexico,Chiapas,Chanal,16.6489,-92.2214
Thailand,Phitsanulok,Ban Phan Chali,16.63,100.48
United States,Montana,Helena Valley Southeast,46.6219,-111.8973
United States,Pennsylvania,South Abington,41.49,-75.6891
India,Andhra Pradesh,Kaikaram,16.812,81.366
India,Kerala,Vatakemuri,10.43,76.12
Tunisia,Monastir,Menzel Kamel,35.6333,10.6667
Taiwan,Hsinchu,Jianshi,24.7053,121.2014
Taiwan,Hsinchu,Jinshui,24.5761,121.3081
India,Bihār,Rāmpur Rajwa,25.7057,86.1781
Canada,Ontario,Crystal Beach,42.8661,-79.0624
China,Qinghai,Pagqên,33.9686,99.901
Cabo Verde,Santa Cruz,Pedra Badejo,15.1375,-23.5333
Spain,Castille-Leon,Cuéllar,41.4009,-4.3136
India,Karnātaka,Somvārpet,12.597,75.8496
Japan,Kanagawa,Yamakita,35.35,139.0667
Niger,Tahoua,Tounfafi,14.0464,5.9812
India,Andhra Pradesh,Mallampalli,18.1105,79.8494
Burma,Chin State,Falam,22.9136,93.6778
Nicaragua,León,Santa Rosa del Peñón,12.8,-86.3667
France,Grand Est,Dombasle-sur-Meurthe,48.6256,6.3506
Morocco,Marrakech-Safi,Dar Si Aissa,32.4199,-8.908
India,Jhārkhand,Barwādih,23.8478,84.1105
India,Bihār,Madhopur,26.7369,85.0625
Italy,Emilia-Romagna,Castel Bolognese,44.3167,11.8
United States,Iowa,Grinnell,41.7359,-92.7244
Argentina,Córdoba,Santa María,-31.2611,-64.4639
France,Hauts-de-France,Arques,50.7361,2.3033
Morocco,Marrakech-Safi,Kourimat,31.45,-9.3167
Madagascar,Antananarivo,Ankadimanga,-18.9856,47.7568
India,Madhya Pradesh,Raun,26.3431,78.9443
Poland,Dolnośląskie,Środa Śląska,51.15,16.5833
El Salvador,Chalatenango,La Reina,14.1833,-89.15
United States,Illinois,Itasca,41.9772,-88.0183
United States,Virginia,Belmont,39.0622,-77.4985
France,Pays de la Loire,Vallet,47.1622,-1.2656
Italy,Piedmont,Cuorgnè,45.3897,7.6498
United States,Utah,Ivins,37.1742,-113.6809
India,Punjab,Atāri,31.6008,74.6056
United Kingdom,Surrey,Tadworth,51.294,-0.242
Russia,Bashkortostan,Burayevo,55.8397,55.4044
Belarus,Hrodzyenskaya Voblasts’,Byarozawka,53.7167,25.5
India,West Bengal,Mānbāzār,23.0615,86.6642
India,Tamil Nādu,Valaiyāmpattu,12.6927,78.6347
India,Bihār,Pahārpur,25.7225,86.6203
United States,Ohio,Girard,41.1665,-80.6963
United States,Virginia,Countryside,39.0518,-77.4124
Greece,Thessalía,Fársala,39.3,22.3833
United States,Oklahoma,Pryor Creek,36.2996,-95.3107
Brazil,Espírito Santo,Águia Branca,-18.9828,-40.74
Germany,Lower Saxony,Bad Gandersheim,51.8719,10.0253
United Kingdom,"Vale of Glamorgan, The",Llantwit Major,51.4062,-3.475
Russia,Murmanskaya Oblast’,Nikel,69.4139,30.2319
Germany,Hesse,Runkel,50.4053,8.155
India,Bihār,Madhura,25.5418,87.5267
United Kingdom,Wigan,Shevington,53.572,-2.69
Mexico,Durango,Tlahualilo de Zaragoza,26.1083,-103.4431
Philippines,Batanes,Basco,20.45,121.97
United States,Pennsylvania,Oil City,41.4281,-79.7036
Canada,Ontario,Smiths Falls,44.9,-76.0167
Italy,Tuscany,Castelfranco di Sopra,43.6236,11.5583
United States,Minnesota,St. Anthony,45.0278,-93.2174
India,West Bengal,Janāpul,22.8615,88.6868
Mexico,Campeche,Seybaplaya,19.6394,-90.6883
Poland,Pomorskie,Sztum,53.9217,19.0336
India,Karnātaka,Ādivāla,13.9131,76.6619
Armenia,Kotayk’,Byureghavan,40.3147,44.5936
India,Tamil Nādu,Sendamangalam,11.7431,79.379
Morocco,Casablanca-Settat,Oulad Chbana,33.05,-7.3833
Romania,Suceava,Salcea,47.65,26.37
United States,New York,Amityville,40.6696,-73.4156
Thailand,Chiang Mai,Ban Nong Tong,18.6115,98.9466
United States,Montana,Anaconda,46.0608,-113.0678
India,Tamil Nādu,Kalladai,10.7272,78.4634
Romania,Neamţ,Săbăoani,47.0167,26.85
United States,West Virginia,Bluefield,37.2608,-81.2143
India,Bihār,Sikandarpur,25.3256,86.5051
India,Karnātaka,Manchenahalli,13.5007,77.6035
India,Bihār,Rāmpur Parhat,25.5916,87.1622
Netherlands,Fryslân,Oosterwolde,52.9903,6.2914
Spain,Catalonia,Llagostera,41.8292,2.8933
India,,Khagam,27.32,95.9
Azerbaijan,Qəbələ,Vəndam,40.946,47.9436
India,Andhra Pradesh,Trovagunta,15.5509,80.0589
Germany,Bavaria,Nittenau,49.2,12.2667
France,Île-de-France,Beauchamp,49.0144,2.1906
Italy,Lombardy,Vaprio d’Adda,45.5767,9.5297
Benin,Donga,Bougou,9.4333,1.6167
India,Bihār,Kujri,26.2392,87.6366
India,Tamil Nādu,Ānjukulippatti,10.2444,78.0794
United States,Wisconsin,Tomah,43.9879,-90.4999
Spain,Andalusia,Olivares,37.4167,-6.15
Italy,Lombardy,Garlasco,45.2,8.9167
Puerto Rico,Puerto Rico,Coamo,18.0765,-66.3638
Brazil,Bahia,Wagner,-12.2869,-41.1678
India,West Bengal,Dhāntola,26.2016,88.1095
Brazil,Mato Grosso,Arenápolis,-14.4503,-56.8461
South Africa,Limpopo,Onverwacht,-23.685,27.696
United States,Alabama,Pleasant Grove,33.494,-86.9782
Canada,Quebec,Lorraine,45.6833,-73.7833
Benin,Alibori,Sonsoro,11.0875,2.7597
Italy,Calabria,Bisignano,39.5073,16.2811
Syria,Dayr az Zawr,Mūḩ Ḩasan,35.2335,40.3166
China,Beijing,Jingjiazhuang,40.4703,116.0869
India,Rājasthān,Bāgor,25.3575,74.3731
India,Punjab,Nathāna,30.3155,75.0931
India,Rājasthān,Rānigaon,27.1,74.4167
India,Bihār,Mangrāwān,25.0929,84.3912
Senegal,Thiès,Ngaparou,14.4642,-17.0562
South Sudan,Western Equatoria,Tambura,5.6,27.4667
Uganda,Buliisa,Bulisa,2.1217,31.4156
United States,Arkansas,Clarksville,35.457,-93.4803
France,Occitanie,L’Isle-Jourdain,43.6144,1.0817
Sweden,Jönköping,Habo,57.9066,14.0856
Benin,Ouémé,Dagbé,6.5667,2.6833
India,Andhra Pradesh,Muddāda,18.2385,83.8687
Morocco,Oriental,Gaada,35.1594,-2.9892
South Africa,North West,Fochville,-26.4833,27.4833
France,Pays de la Loire,Saint-Barthélemy-d’Anjou,47.468,-0.493
Hungary,Baranya,Szigetvár,46.0475,17.7994
India,Jhārkhand,Ilāmi,24.6776,87.8804
India,Madhya Pradesh,Devmaudaldal,24.6312,81.1594
Azerbaijan,Naxçıvan,Əliabad,39.2286,45.3982
Argentina,Buenos Aires,Pedro Luro,-39.5,-62.6833
Brazil,Rio Grande do Sul,Bom Princípio,-29.4889,-51.3528
Germany,Lower Saxony,Lüchow,52.9667,11.15
Benin,Alibori,Sokotindji,10.8528,3.4297
Algeria,Bordj Bou Arréridj,Tixter,36.05,5.0833
India,Bihār,Bāghduma,24.8223,87.0116
India,Bihār,Kaithwār,26.1678,86.2575
India,Punjab,Valtoha,31.2074,74.6423
Thailand,Surat Thani,Kanchanadit,9.1661,99.4701
France,Île-de-France,Quincy-sous-Sénart,48.6714,2.5407
Poland,Pomorskie,Miastko,54.0167,16.9833
Sweden,Stockholm,Saltsjöbaden,59.2833,18.3
India,Bihār,Madhuban Bediban,26.5062,84.9951
India,Bihār,Karath,25.201,84.3672
India,Bihār,Mehdīpur,25.3902,86.7324
Ukraine,Dnipropetrovska Oblast,Pokrovske,47.9825,36.2339
United States,New York,Springs,41.0212,-72.1584
United States,Florida,Richmond Heights,25.6347,-80.3721
Sweden,Skåne,Åstorp,56.1333,12.95
Canada,Ontario,Ramara,44.6333,-79.2167
United States,California,Mentone,34.0609,-117.1108
Dominican Republic,Cibao Noroeste,Maizal,19.65,-71.03
India,Andhra Pradesh,Nārāyanraopet,18.2114,78.7794
India,Karnātaka,Hesarghatta,13.1391,77.4783
India,Punjab,Malaudh,30.6333,75.9356
India,West Bengal,Katigang,25.4157,87.8245
India,Andhra Pradesh,Nadimpālem,16.2123,80.3097
United States,Maryland,Chevy Chase,38.9944,-77.0738
United States,Oregon,Florence,43.9916,-124.1063
United States,Texas,Woodway,31.4988,-97.2314
Afghanistan,Helmand,Deh-e Shū,30.4344,63.3183
India,Bihār,Ekchāri,25.2093,87.2159
India,Tamil Nādu,Virālimalai,10.6023,78.5471
United States,Kansas,Parsons,37.3405,-95.2958
Brazil,Goiás,Nova Veneza,-16.3708,-49.3228
Algeria,Adrar,Tamentit,27.7672,-0.2678
France,Île-de-France,Bures-sur-Yvette,48.6969,2.1639
United States,Texas,Eidson Road,28.6677,-100.4788
Spain,Catalonia,Solsona,41.9978,1.5208
India,Tamil Nādu,Tepperumālnallūr,10.9694,79.4254
India,Andhra Pradesh,Durgi,16.4286,79.5406
United States,Washington,Terrace Heights,46.6045,-120.4393
United States,Ohio,Oakwood,39.7202,-84.1734
Germany,Saxony,Zwenkau,51.2175,12.3242
France,Occitanie,Elne,42.5997,2.971
Philippines,Bohol,Corella,9.68,123.92
India,Mizoram,Periya Pattanam,9.2726,78.9023
China,Shanxi,Zhangping,37.5667,112.8667
United States,Illinois,Rochelle,41.9197,-89.0629
Germany,Thuringia,Ohrdruf,50.8281,10.7328
India,Tamil Nādu,Gūdalūr,10.783,78.4232
India,Jammu and Kashmīr,Bimun,34.0588,74.7539
Morocco,Casablanca-Settat,Zawyat Sidi al Mekki,33.212,-7.717
Puerto Rico,Puerto Rico,Sabana Grande,18.0832,-66.9645
Spain,Catalonia,Palamós,41.85,3.1292
India,Andhra Pradesh,Molagavalli,15.3567,77.3301
United States,South Carolina,Lugoff,34.2113,-80.6973
Australia,Queensland,Highfields,-27.4633,151.9458
Mexico,Oaxaca,Santa María Jacatepec,17.85,-96.2
Germany,Baden-Württemberg,Kißlegg,47.79,9.8842
United States,New Hampshire,Berlin,44.4869,-71.2599
Germany,Bavaria,Rain,48.6833,10.9167
United Kingdom,Lancashire,Brierfield,53.824,-2.235
India,Bihār,Musāpur,25.6821,85.7346
India,Tamil Nādu,Malaimāchchampatti,10.9058,77.005
India,Haryāna,Isrāna,29.2739,76.8461
India,Madhya Pradesh,Sundarsi,23.2688,76.4399
Thailand,Phra Nakhon Si Ayutthaya,Ban Krot,14.3009,100.6002
Turkey,Yozgat,Çekerek,40.0731,35.4947
United States,Illinois,LaSalle,41.3589,-89.0737
Canada,Quebec,Notre-Dame-des-Prairies,46.05,-73.4333
United Kingdom,Derbyshire,New Mills,53.367,-2.007
Kyrgyzstan,Ysyk-Köl,Anan’evo,42.7364,77.6738
Poland,Wielkopolskie,Puszczykowo,52.2817,16.8542
United States,Oklahoma,The Village,35.5706,-97.5567
India,Tamil Nādu,Elūrpatti,11.0234,78.2844
India,Bihār,Asahni,26.0079,84.4799
Morocco,Oriental,Berkine,33.7665,-3.8438
India,Karnātaka,Marne,13.3284,75.0113
India,Punjab,Alāwalpur,31.4316,75.6561
Brazil,Rio Grande do Sul,Casca,-28.5608,-51.9778
France,Pays de la Loire,Savenay,47.3619,-1.9406
Italy,Piedmont,Cherasco,44.65,7.8667
Ukraine,Poltavska Oblast,Kobeliaky,49.1333,34.2
United States,Oregon,Bull Mountain,45.4125,-122.832
Canada,Ontario,Leeds and the Thousand Islands,44.45,-76.08
India,Karnātaka,Uppūr,13.3945,74.7657
Mali,Koulikoro,Dényékoro,12.3603,-6.7078
Romania,Buzău,Nehoiu,45.3531,26.305
United States,Oregon,Rockcreek,45.5526,-122.876
Greece,Kentrikí Makedonía,Koufália,40.7783,22.5767
Belgium,Flanders,Halen,50.9481,5.1144
Brazil,Bahia,Quixabeira,-11.4119,-40.1278
Germany,Saxony,Wilkau-Haßlau,50.6667,12.5167
France,Nouvelle-Aquitaine,Tonneins,44.3906,0.3092
India,Andhra Pradesh,Inole,17.8682,79.5545
Canada,Ontario,Brockton,44.1667,-81.2167
Brazil,Paraná,Cambira,-23.5828,-51.5778
Romania,Argeş,Costeşti,44.6697,24.88
Ukraine,Zakarpatska Oblast,Syurte,48.5038,22.2267
Austria,Oberösterreich,Perg,48.2503,14.6336
United Kingdom,South Gloucestershire,Bitton,51.4248,-2.46
India,Bihār,Gangāpur,25.8565,86.9496
United States,Kentucky,Oakbrook,38.9996,-84.6797
Spain,Catalonia,Arenys de Munt,41.61,2.54
Italy,Veneto,Legnaro,45.3456,11.9639
United States,Texas,Jacinto City,29.7663,-95.241
United States,New Jersey,Monmouth Junction,40.3754,-74.5582
Italy,Veneto,Mareno di Piave,45.8409,12.352
United States,Tennessee,Halls,36.0817,-83.9344
Ukraine,Chernihivska Oblast,Borzna,51.2531,32.4292
United States,Ohio,Madeira,39.1856,-84.3734
India,Jammu and Kashmīr,Gold,33.5874,74.1445
Thailand,Nan,Ban Sathan,18.2667,100.7167
India,Bihār,Kerap,24.8332,84.614
Iran,Tehrān,Shahrak-e Ja‘farīyeh,35.6617,50.9947
Italy,Sardegna,Dolianova,39.3785,9.1784
United States,Ohio,Beckett Ridge,39.3448,-84.438
France,Pays de la Loire,Luçon,46.4556,-1.1647
United States,Pennsylvania,West Manheim,39.7458,-76.9431
Canada,Ontario,Laurentian Valley,45.7681,-77.2239
India,Tamil Nādu,Idumbāvanam,10.4224,79.6001
India,Andhra Pradesh,Nārsingi,17.3876,78.357
India,Madhya Pradesh,Bijeraghogarh,23.9955,80.6066
United States,Illinois,Steger,41.4723,-87.6176
France,Pays de la Loire,Nort-sur-Erdre,47.4403,-1.4972
India,Gujarāt,Khāwad,23.5443,72.4432
India,Kerala,Erikolam,12.1333,75.2833
Turkey,Denizli,Güney,38.1544,29.0678
India,Tamil Nādu,Kadanādu,11.4607,76.7182
Morocco,Marrakech-Safi,Sidi Abdallah,32.5783,-7.8108
Serbia,Ćićevac,Ćićevac,43.7167,21.45
Algeria,Tébessa,Negrine,34.4833,7.5167
India,Andhra Pradesh,Kommūru,16.065,80.3596
India,Bihār,Gonghaur,26.4346,86.216
Morocco,Fès-Meknès,Tissaf,33.4,-3.5833
China,Beijing,Dachengzicun,40.3919,117.1028
Serbia,,Novi Banovci,44.95,20.2833
Italy,Umbria,Deruta,42.9833,12.4167
Papua New Guinea,Morobe,Wau,-7.3389,146.7167
Syria,Rīf Dimashq,Jisrayn,33.5105,36.3887
Germany,Brandenburg,Werneuchen,52.6333,13.7333
India,Bihār,Raitar,25.0577,85.5366
Portugal,Coimbra,Tavarede,40.1664,-8.8444
Ukraine,Donetska Oblast,Bilenke,48.7664,37.6314
Indonesia,Aceh,Jantho,5.3,95.6333
Netherlands,Noord-Holland,Monnickendam,52.4667,5.0333
Switzerland,Sankt Gallen,Rorschach,47.4786,9.4936
Germany,Rhineland-Palatinate,Höhr-Grenzhausen,50.435,7.6711
United States,Idaho,Hailey,43.5141,-114.3001
Algeria,M’sila,Tarmount,35.8167,4.2833
India,Bihār,Dhānga,26.463,86.0452
India,Andhra Pradesh,Kankanālapalle,15.9923,79.4848
United States,Iowa,Fairfield,41.0064,-91.9667
United States,New Jersey,Ashland,39.8782,-75.0085
Germany,Schleswig-Holstein,Großhansdorf,53.6667,10.2667
India,Bihār,Pipra,26.346,87.2916
Germany,Saxony-Anhalt,Ilsenburg,51.8667,10.6833
Algeria,Oran,Assi-Ben Okba,35.7294,-0.4658
Morocco,Marrakech-Safi,Had Dra,31.5833,-9.5333
United States,Alaska,Wasilla,61.577,-149.466
Spain,Castille-La Mancha,Villacañas,39.6333,-3.3333
Iran,Qazvīn,Dānesfahān,35.8117,49.7431
Kazakhstan,Qostanay,Borovskoy,53.7964,64.1894
Thailand,Nonthaburi,Ban Bang Phlap,13.9385,100.4528
Argentina,Santa Fe,Villa Cañás,-34,-61.6
Austria,Niederösterreich,Wiener Neudorf,48.0833,16.3167
Mali,Tombouctou,Banikane,16.9494,-1.7481
Mexico,Jalisco,San Juanito de Escobedo,20.8,-104
India,Bihār,Chewara,25.0756,85.9277
Ukraine,Zakarpatska Oblast,Mizhhiria,48.5286,23.5019
Germany,Bavaria,Teisendorf,47.85,12.8167
United States,New Hampshire,Newmarket,43.0691,-70.9516
Germany,Baden-Württemberg,Aidlingen,48.6792,8.8969
Turkey,Konya,Çeltik,39.0244,31.7906
Ukraine,Odeska Oblast,Berezivka,47.2039,30.9128
India,Bihār,Harlākhi,26.6353,85.9842
India,Odisha,Rāsol,20.6298,85.3126
India,Bihār,Ghosrāwān,25.091,85.578
India,Punjab,Saidoke,30.5267,75.2867
Morocco,Casablanca-Settat,Sgamna,32.7342,-7.2025
Argentina,Córdoba,Huinca Renancó,-34.84,-64.3753
United Kingdom,Dorset,Swanage,50.608,-1.96
India,Karnātaka,Medleri,14.6667,75.7333
Argentina,Jujuy,Abra Pampa,-22.7167,-65.7
Italy,Liguria,Lerici,44.0763,9.9111
Thailand,Chiang Mai,Ban San Pong,18.9424,98.9439
India,Bihār,Khānpur Khairanti,26.1456,84.3334
India,Bihār,Bairiyā,26.3392,84.8236
Burkina Faso,Cascades,Soubakaniédougou,10.4824,-5.0098
Spain,Valencia,Catral,38.1594,-0.805
India,Andhra Pradesh,Elūrupādu,16.5167,81.35
Philippines,Surigao del Norte,Santa Monica,10.02,126.038
Romania,Vrancea,Odobeşti,45.7667,27.0667
Sweden,Skåne,Åhus,55.9167,14.2833
South Africa,Free State,Hertzogville,-28.1333,25.5
Brazil,Minas Gerais,Carneirinho,-19.6978,-50.6878
India,Bihār,Aurahi,25.8263,87.1365
India,Bihār,Dibrāghani,25.8261,87.0664
India,Kerala,Vadakēthara,10.6583,76.4667
India,Bihār,Ghanīpur Bejha,25.9281,85.5548
Germany,Saxony-Anhalt,Osterburg,52.7833,11.7667
United Kingdom,Windsor and Maidenhead,Bray,51.507,-0.7
India,Uttar Pradesh,Basni,25.4435,82.8291
United States,Michigan,Alma,43.3799,-84.6556
Canada,Ontario,Mono,44.0167,-80.0667
Brazil,Piauí,Ipiranga do Piauí,-6.8278,-41.7408
India,Tamil Nādu,Būdalūr,10.7861,78.9864
India,Tamil Nādu,Anjēhalli,12.1395,77.9808
India,Madhya Pradesh,Naurhiya,24.2069,82.5655
United States,New Hampshire,Barrington,43.2139,-71.0424
Australia,Queensland,Andergrove,-21.093,149.1855
Belarus,Vitsyebskaya Voblasts’,Braslaw,55.6391,27.0318
Switzerland,Zürich,Embrach,47.5103,8.5933
India,Bihār,Sādiqpur Maraul,25.9966,85.5777
India,Karnātaka,Bendarhalli,12.15,77.1
India,Bihār,Simarbani,26.1953,87.1769
India,Tamil Nādu,Sivamalai,11.0319,77.5384
Brazil,São Paulo,Estrêla d’Oeste,-20.2878,-50.4008
India,Madhya Pradesh,Jawāsa,26.6259,78.7418
India,Bihār,Bobil,25.6269,86.8069
Nicaragua,Managua,San Francisco Libre,12.5,-86.3
Vietnam,Bắc Giang,An Châu,21.3333,106.85
India,Assam,Sarpamāri,26.3073,89.8666
India,Karnātaka,Nirna,17.77,77.14
Italy,Tuscany,Barga,44.075,10.4817
Ukraine,Khersonska Oblast,Chaplynka,46.3644,33.5331
Hungary,Békés,Mezőberény,46.8256,21.0289
India,Madhya Pradesh,Iāwar,23.0094,76.5007
India,Jammu and Kashmīr,Kharī,33.389,75.1514
Italy,Tuscany,Cavriglia,43.5216,11.4864
Poland,Dolnośląskie,Bystrzyca Kłodzka,50.3,16.65
United States,California,Charter Oak,34.1025,-117.8564
Morocco,Tanger-Tétouan-Al Hoceïma,Mokrisset,34.91,-5.3536
France,Provence-Alpes-Côte d’Azur,Carqueiranne,43.0958,6.0742
India,Bihār,Muhammadganj,26.1506,87.0792
Morocco,Béni Mellal-Khénifra,Kasba Tanora,32.4751,-6.1498
Mexico,Yucatán,Halachó,20.4764,-90.0819
Vietnam,Bắc Giang,Ngọc Sơn,21.35,106
Vietnam,Lào Cai,Sa Pa,22.3356,103.8419
India,West Bengal,Dharir,22.3958,88.8628
Thailand,Kanchanaburi,Tha Maka,13.8865,99.801
United Kingdom,Stirling,Dunblane,56.1883,-3.9642
India,Kerala,Kallayi,12.0051,75.583
India,Bihār,Mohanpur,25.5507,85.3222
United Kingdom,Cambridgeshire,Yaxley,52.52,-0.26
United States,North Carolina,St. Stephens,35.7642,-81.2746
China,Xinjiang,Benbutucun,42.0253,86.7034
Italy,Emilia-Romagna,San Giovanni in Marignano,43.9393,12.7137
Turkey,Düzce,Gümüşova,40.85,30.9333
United States,Louisiana,Bastrop,32.7748,-91.9078
Brazil,Piauí,Anísio de Abreu,-9.1889,-43.0458
Germany,Lower Saxony,Obernkirchen,52.2664,9.1178
India,Tamil Nādu,Kovilpatti,10.0283,77.5809
Italy,Campania,Siano,40.8025,14.6944
Italy,Piedmont,Bellinzago Novarese,45.5507,8.6498
United States,Alabama,Southside,33.9007,-86.0238
Iran,Āz̄arbāyjān-e Gharbī,Chahār Borj-e Qadīm,37.1256,45.9783
Italy,Sardegna,Elmas,39.2679,9.05
Guatemala,Suchitepéquez,San Juan Bautista,14.4167,-91.1833
Austria,Steiermark,Voitsberg,47.0333,15.15
Germany,Bavaria,Ichenhausen,48.3667,10.3167
Kosovo,Hani i Elezit,Hani i Elezit,42.15,21.2967
India,Jammu and Kashmīr,Danau Kändimarg,33.5646,74.9754
India,Rājasthān,Ramdeora,27.01,71.92
Switzerland,Uri,Altdorf,46.8806,8.6394
India,Tamil Nādu,Ponneri,12.5972,78.5979
Colombia,Chocó,Mutis,6.2167,-77.4
Germany,Rhineland-Palatinate,Kandel,49.0833,8.2
United Kingdom,Surrey,Thames Ditton,51.389,-0.331
United Kingdom,Cornwall,Hayle,50.186,-5.419
Germany,Baden-Württemberg,Ehningen,48.6589,8.9403
India,West Bengal,Rāmkali,22.4322,88.3285
Italy,Liguria,Recco,44.3621,9.1435
Germany,North Rhine-Westphalia,Tecklenburg,52.2194,7.8125
India,Tamil Nādu,Pettāmpālaiyam,11.3499,77.5706
Kosovo,Prizren,Dushanovë,42.2317,20.7197
Germany,Baden-Württemberg,Pfedelbach,49.1833,9.5
India,Andhra Pradesh,Devarāpalle,17.9886,82.9811
India,Andhra Pradesh,Uppalaguptam,16.5667,82.1
Italy,Veneto,Piombino Dese,45.6067,11.9979
Belgium,Flanders,Kapelle-op-den-Bos,51.0167,4.3667
Burundi,Makamba,Makamba,-4.1333,29.8
Germany,Saxony-Anhalt,Hohenmölsen,51.1564,12.0981
Chile,Biobío,Negrete,-37.5833,-72.5333
Spain,Andalusia,Umbrete,37.3667,-6.15
India,Madhya Pradesh,Singhāna,22.1902,74.9702
India,Jhārkhand,Taisar,22.4867,84.1804
India,Bihār,Hazrat Shiura,25.5976,85.6119
Poland,Wielkopolskie,Rokietnica,52.5122,16.7456
France,Pays de la Loire,Saint-Philbert-de-Grand-Lieu,47.0358,-1.6386
Italy,Veneto,Resana,45.6333,11.95
Burma,Shan State,Hsenwi,23.3,97.9667
Ukraine,Luhanska Oblast,Novopskov,49.5383,39.1019
Germany,North Rhine-Westphalia,Schlangen,51.8167,8.8331
Italy,Lombardy,Magnago,45.5792,8.8025
Italy,Calabria,Cetraro,39.5,15.95
Netherlands,Noord-Brabant,Sint Willebrord,51.5483,4.5881
Ukraine,Kyivska Oblast,Makariv,50.4597,29.8147
Italy,Lombardy,Capriolo,45.6373,9.9336
Tunisia,Nabeul,Tazarka,36.55,10.8333
United Kingdom,Hertfordshire,North Mimms,51.7259,-0.2336
India,Andhra Pradesh,Vempatti,17.4488,79.5992
India,Assam,Jamunāmukh,26.1015,92.7426
Iran,Qom,Ja‘farīyeh,34.7739,50.5164
India,Madhya Pradesh,Ukwā,21.971,80.4662
India,Bihār,Gaurdah,25.7097,86.557
Italy,Calabria,Cutro,39.0342,16.9819
Germany,Brandenburg,Kolkwitz,51.75,14.25
United Kingdom,Surrey,Horsell,51.3286,-0.5617
Russia,Bashkortostan,Verkhneyarkeyevo,55.4458,54.3167
United States,Indiana,Angola,41.6433,-85.005
United States,Massachusetts,Sutton,42.1337,-71.7503
Germany,Bavaria,Adelsdorf,49.7167,10.9
India,Andhra Pradesh,Kadimetla,15.7376,77.5385
Sweden,Stockholm,Kungsängen,59.4833,17.75
Italy,Lazio,Nepi,42.2436,12.3464
Moldova,Stînga Nistrului,Grigoriopol,47.1536,29.2964
Puerto Rico,Puerto Rico,San Lorenzo,18.1875,-65.968
Chile,Maule,Curepto,-35.0833,-72.0167
United Kingdom,Wrexham,Rhosllanerchrugog,53.011,-3.052
United States,New York,Manchester,42.9921,-77.1897
Iran,Yazd,Marvast,30.4775,54.2128
Turkey,Gaziantep,Karkamış,36.8339,37.9969
Brazil,Paraná,São Jorge d’Oeste,-25.7058,-52.9178
India,Uttarākhand,Jhabrera,29.8091,77.7734
India,Tamil Nādu,Sarakkayhalli,12.2191,78.048
Italy,Lombardy,Cermenate,45.7,9.0833
India,Bihār,Kharagbani,26.4852,86.3073
India,Madhya Pradesh,Kākarāti,24.5639,80.2659
Canada,Ontario,Acton,43.6333,-80.0333
Germany,Baden-Württemberg,Dornstadt,48.4692,9.9417
Italy,Emilia-Romagna,San Giorgio di Piano,44.65,11.3833
Ukraine,Chernivetska Oblast,Dymka,48.0972,25.9753
China,Hebei,Zhongguancun,41.1789,117.9617
Estonia,Haapsalu,Haapsalu,58.9394,23.5408
India,Andhra Pradesh,Rangāpuram,15.4092,78.0746
Morocco,Rabat-Salé-Kénitra,Ait Touil,33.7842,-6.1281
India,Tamil Nādu,Tirubhuvane,11.9281,79.6448
Germany,Schleswig-Holstein,Heiligenhafen,54.3739,10.9797
Spain,Andalusia,Tocina,37.6,-5.7333
United Kingdom,West Sussex,Broadwater,50.8282,-0.3742
India,Tamil Nādu,Pūmalakkundu,9.8871,77.4498
India,Bihār,Bakhariā,26.7666,84.6619
Morocco,Béni Mellal-Khénifra,Foum Jam’a,31.96,-6.98
Romania,Argeş,Topoloveni,44.8069,25.0839
Spain,Catalonia,Ripoll,42.2006,2.1928
France,Occitanie,Clermont-l’Hérault,43.6281,3.4331
India,Bihār,Ukhāi Purbāri Patti,26.2471,84.4066
Morocco,Fès-Meknès,Douar Oulad Bouziane,34.2325,-5.0444
Ukraine,Lvivska Oblast,Pustomyty,49.7139,23.9108
United States,Texas,Helotes,29.5687,-98.696
United States,Maryland,Coral Hills,38.8706,-76.9215
Austria,Oberösterreich,Sierning,48.0447,14.31
Syria,Rīf Dimashq,Maḑāyā,33.6903,36.1035
United States,Nevada,Fallon,39.4737,-118.7779
Brazil,Bahia,Pau Brasil,-15.4639,-39.6508
Germany,Bavaria,Elsenfeld,49.85,9.1667
Ethiopia,Oromīya,Mēga,4.0167,38.25
India,Punjab,Hamīra,31.4589,75.4304
